symbol	KEGG_ko
g8372	ko:K11836
g8372	ko:K22068
g8457	ko:K03002
g6400	ko:K17871
g2527	ko:K14684
g2527	ko:K14684
g2527	ko:K14684
g4709	ko:K01537
g4709	ko:K14950
g4011	ko:K17777
g4865	ko:K01763
g4865	ko:K20247
g7572	ko:K08737
g8754	ko:K18693
g4047	ko:K04728
g636	ko:K00948
g3922	ko:K03018
g3922	ko:K21594
g268	ko:K03521
g10253	ko:K14772
g698	ko:K15030
g4860	ko:K20298
g9548	ko:K14791
g2532	ko:K15111
g8461	ko:K00419
g871	ko:K20238
g10808	ko:K14799
g3582	ko:K15322
g8263	ko:K19690
g3357	ko:K21618
g7720	ko:K02350
g5706	ko:K03177
g3141	ko:K01194
g6123	ko:K14326
g6123	ko:K14326
g4889	ko:K06176
g8083	ko:K19791
g5040	ko:K21798
g8045	ko:K00147
g8045	ko:K00147
g10599	ko:K01679
g7021	ko:K01210
g2528	ko:K15161
g8608	ko:K04082
g5737	ko:K03949
g8688	ko:K10901
g8688	ko:K12343
g8688	ko:K10901
g8688	ko:K12343
g7855	ko:K10436
g4576	ko:K17615
g6309	ko:K11374
g6309	ko:K18178
g8521	ko:K01549
g2122	ko:K21991
g2893	ko:K00128
g10829	ko:K20409
g1187	ko:K08178
g7092	ko:K09490
g684	ko:K11397
g7370	ko:K02320
g2037	ko:K01648
g2037	ko:K01648
g8861	ko:K14828
g5674	ko:K05294
g4350	ko:K17686
g4350	ko:K17686
g5629	ko:K14550
g6670	ko:K11430
g6670	ko:K11430
g6175	ko:K12562
g9274	ko:K14803
g9274	ko:K14803
g4542	ko:K15025
g10902	ko:K08257
g2293	ko:K06942
g2293	ko:K19788
g1951	ko:K16365
g3988	ko:K01183
g7409	ko:K08516
g9876	ko:K12818
g9876	ko:K14781
g9876	ko:K17820
g2238	ko:K03232
g10023	ko:K21421
g2701	ko:K01705
g10192	ko:K01166
g9144	ko:K01953
g280	ko:K04392
g280	ko:K04393
g1579	ko:K14552
g8091	ko:K08735
g8091	ko:K19476
g5360	ko:K07140
g9026	ko:K03950
g8680	ko:K14137
g2004	ko:K00826
g4240	ko:K01102
g7373	ko:K03024
g3538	ko:K03177
g1329	ko:K03316
g1329	ko:K03316
g6609	ko:K03113
g9720	ko:K03935
g4590	ko:K17606
g2741	ko:K13354
g8614	ko:K09549
g6248	ko:K13201
g6248	ko:K13201
g3026	ko:K17803
g4365	ko:K03964
g4365	ko:K03964
g678	ko:K01273
g4791	ko:K14569
g7530	ko:K09569
g7530	ko:K09577
g7530	ko:K09569
g7530	ko:K09577
g2693	ko:K13239
g10894	ko:K12812
g2422	ko:K16261
g8878	ko:K08967
g9307	ko:K15463
g5300	ko:K08257
g5329	ko:K07513
g2118	ko:K07756
g1700	ko:K03021
g10711	ko:K22074
g577	ko:K13511
g2536	ko:K00059
g2780	ko:K03038
g9345	ko:K11788
g4277	ko:K03010
g2176	ko:K05894
g9023	ko:K09396
g9023	ko:K09401
g9023	ko:K09403
g9023	ko:K09413
g7761	ko:K01409
g7761	ko:K01409
g10329	ko:K02147
g4593	ko:K12584
g10171	ko:K20474
g9688	ko:K10356
g3579	ko:K00387
g3682	ko:K01739
g10557	ko:K08832
g4587	ko:K08734
g3739	ko:K21989
g7794	ko:K03254
g8812	ko:K05302
g9723	ko:K02136
g6167	ko:K00297
g6745	ko:K01619
g2190	ko:K06883
g7535	ko:K05824
g9676	ko:K11450
g9676	ko:K13366
g9676	ko:K20182
g9676	ko:K11450
g9676	ko:K13366
g9676	ko:K20182
g10608	ko:K01895
g5664	ko:K02541
g5664	ko:K17669
g5016	ko:K00698
g2448	ko:K17759
g4833	ko:K16944
g4833	ko:K16944
g4833	ko:K11089
g4833	ko:K20724
g8757	ko:K12581
g1878	ko:K01887
g1878	ko:K01887
g9926	ko:K15028
g2980	ko:K01092
g6321	ko:K19219
g7992	ko:K21989
g6470	ko:K01104
g6470	ko:K01110
g8411	ko:K02178
g8411	ko:K06680
g8411	ko:K02178
g8411	ko:K06680
g8411	ko:K02178
g8411	ko:K06680
g5342	ko:K15334
g5342	ko:K15334
g48	ko:K21451
g2266	ko:K00799
g2266	ko:K00799
g972	ko:K02210
g6952	ko:K14782
g3011	ko:K00062
g8247	ko:K03320
g9120	ko:K02879
g9633	ko:K14570
g4434	ko:K00344
g4434	ko:K00344
g1968	ko:K13348
g1968	ko:K20311
g1968	ko:K13348
g1968	ko:K20311
g3276	ko:K03106
g8659	ko:K19619
g2908	ko:K12846
g2853	ko:K03023
g8674	ko:K00826
g6127	ko:K02208
g6127	ko:K02208
g4622	ko:K14840
g4622	ko:K18327
g1367	ko:K10808
g7997	ko:K01452
g7997	ko:K01452
g1761	ko:K13950
g8327	ko:K11718
g4982	ko:K14567
g7829	ko:K10768
g10160	ko:K10747
g10160	ko:K10747
g6463	ko:K11090
g6945	ko:K04409
g316	ko:K04567
g6761	ko:K06875
g1704	ko:K11274
g953	ko:K17053
g8822	ko:K03256
g9209	ko:K17450
g9209	ko:K17450
g9375	ko:K01519
g8317	ko:K20291
g9315	ko:K03005
g5358	ko:K11272
g4442	ko:K01807
g6224	ko:K18655
g9984	ko:K01483
g3284	ko:K01883
g9713	ko:K14521
g2564	ko:K00128
g8499	ko:K02179
g6296	ko:K14839
g7525	ko:K14537
g9465	ko:K08794
g8305	ko:K02999
g8332	ko:K05236
g8332	ko:K05236
g10849	ko:K03946
g4505	ko:K11548
g9669	ko:K14556
g1580	ko:K03007
g6913	ko:K14549
g10024	ko:K00059
g10024	ko:K00059
g8874	ko:K11131
g9744	ko:K14688
g3485	ko:K01509
g3485	ko:K01530
g9029	ko:K01426
g247	ko:K14806
g9970	ko:K17663
g7435	ko:K01279
g9706	ko:K14837
g9972	ko:K14564
g7734	ko:K14548
g2765	ko:K11501
g2841	ko:K13095
g10751	ko:K03236
g7476	ko:K00921
g1231	ko:K20098
g790	ko:K16261
g3097	ko:K03065
g6454	ko:K05389
g5049	ko:K14213
g9118	ko:K09780
g2044	ko:K10395
g6703	ko:K01876
g6703	ko:K01876
g7727	ko:K11801
g8114	ko:K03114
g8114	ko:K03114
g3547	ko:K03190
g3312	ko:K13124
g8342	ko:K14553
g741	ko:K00765
g741	ko:K00765
g8321	ko:K07140
g9286	ko:K18470
g9286	ko:K18470
g6007	ko:K11364
g7178	ko:K03267
g8055	ko:K14765
g3958	ko:K03258
g3958	ko:K03258
g4711	ko:K01886
g4711	ko:K01886
g3328	ko:K15202
g6455	ko:K03522
g2214	ko:K12880
g7848	ko:K09527
g9606	ko:K00344
g9606	ko:K00384
g9606	ko:K00344
g9606	ko:K00384
g8482	ko:K11253
g7345	ko:K00772
g10505	ko:K01078
g10505	ko:K01078
g1996	ko:K05760
g2473	ko:K10661
g1492	ko:K08288
g5153	ko:K11654
g9484	ko:K14617
g3102	ko:K17362
g3657	ko:K11155
g2287	ko:K15430
g8676	ko:K00967
g6256	ko:K12845
g6256	ko:K12845
g2918	ko:K05740
g2918	ko:K11238
g2918	ko:K17971
g10904	ko:K11987
g10904	ko:K17863
g10904	ko:K17864
g9074	ko:K00249
g10400	ko:K14264
g974	ko:K22138
g10523	ko:K19355
g8524	ko:K14766
g9140	ko:K14838
g3540	ko:K00858
g9510	ko:K02127
g3083	ko:K07203
g3083	ko:K07203
g2989	ko:K12872
g8501	ko:K01341
g10334	ko:K01869
g10334	ko:K01869
g3875	ko:K12349
g9827	ko:K15075
g4798	ko:K00698
g1558	ko:K13205
g8627	ko:K17800
g5288	ko:K03639
g5288	ko:K20967
g5288	ko:K03639
g5288	ko:K20967
g264	ko:K11303
g9996	ko:K18667
g4089	ko:K11838
g4089	ko:K11838
g8320	ko:K00600
g8320	ko:K00600
g1423	ko:K12613
g1423	ko:K22073
g6690	ko:K11377
g705	ko:K01230
g10762	ko:K00948
g9320	ko:K15015
g10728	ko:K07953
g10277	ko:K18477
g9075	ko:K01262
g9075	ko:K06111
g5628	ko:K01649
g4005	ko:K14848
g1930	ko:K03781
g5109	ko:K00505
g1846	ko:K04353
g1846	ko:K07836
g1846	ko:K07837
g1347	ko:K01907
g4410	ko:K01426
g1144	ko:K00006
g7410	ko:K18664
g7575	ko:K14843
g2418	ko:K08496
g2674	ko:K10880
g2674	ko:K10958
g432	ko:K02183
g3817	ko:K01440
g3076	ko:K11824
g8067	ko:K20042
g8669	ko:K00232
g8669	ko:K00232
g6140	ko:K01656
g6140	ko:K13501
g219	ko:K07179
g9149	ko:K12200
g9149	ko:K12200
g10563	ko:K12620
g10563	ko:K12620
g3949	ko:K14536
g3093	ko:K20223
g3529	ko:K06867
g6616	ko:K10772
g453	ko:K00102
g9250	ko:K04513
g9250	ko:K07975
g7938	ko:K01240
g8006	ko:K15205
g2585	ko:K00938
g7331	ko:K05292
g10270	ko:K19932
g10270	ko:K19932
g3544	ko:K03099
g3544	ko:K03099
g5534	ko:K01613
g5534	ko:K01613
g3887	ko:K03246
g6839	ko:K03238
g8458	ko:K07955
g3107	ko:K10997
g10372	ko:K04499
g685	ko:K14830
g3232	ko:K08141
g5836	ko:K03248
g5836	ko:K20304
g10188	ko:K00767
g5074	ko:K21141
g858	ko:K00218
g858	ko:K11153
g4183	ko:K17978
g7387	ko:K00231
g7387	ko:K18164
g3920	ko:K02537
g10086	ko:K14854
g10498	ko:K11843
g10514	ko:K01694
g6751	ko:K00287
g6047	ko:K14857
g9069	ko:K05012
g9069	ko:K14798
g6660	ko:K03511
g1869	ko:K11254
g3139	ko:K14676
g3139	ko:K18550
g10544	ko:K20183
g782	ko:K09827
g9426	ko:K08964
g6908	ko:K18168
g6908	ko:K20352
g4425	ko:K01537
g5410	ko:K14563
g5410	ko:K14563
g7619	ko:K09658
g8643	ko:K11593
g8643	ko:K12598
g2321	ko:K14776
g9391	ko:K11352
g9391	ko:K18160
g9391	ko:K11352
g9391	ko:K18160
g248	ko:K03327
g241	ko:K01655
g241	ko:K01655
g4332	ko:K14833
g5122	ko:K14209
g10306	ko:K01493
g10306	ko:K01663
g10046	ko:K14544
g7929	ko:K02896
g10709	ko:K05747
g9083	ko:K06653
g5747	ko:K13303
g5747	ko:K13303
g332	ko:K14834
g332	ko:K14834
g28	ko:K14571
g28	ko:K14571
g9397	ko:K01262
g1701	ko:K03021
g6815	ko:K03019
g9940	ko:K00658
g2069	ko:K14824
g7910	ko:K10842
g1911	ko:K07178
g4997	ko:K19998
g9809	ko:K02260
g2083	ko:K08286
g1370	ko:K14823
g4558	ko:K03327
g4558	ko:K03327
g3548	ko:K22140
g616	ko:K14565
g862	ko:K15394
g1174	ko:K19782
g1174	ko:K19782
g10132	ko:K14292
g1418	ko:K22073
g1451	ko:K15394
g650	ko:K20295
g3062	ko:K01640
g3062	ko:K09522
g5169	ko:K03936
g2096	ko:K03439
g2096	ko:K17887
g6533	ko:K01061
g4529	ko:K10745
g3116	ko:K00555
g2213	ko:K14832
g1753	ko:K10755
g5444	ko:K19708
g687	ko:K00794
g863	ko:K03245
g8314	ko:K17275
g5010	ko:K14654
g9691	ko:K05543
g7729	ko:K21989
g7887	ko:K18106
g7887	ko:K18106
g6041	ko:K01238
g3010	ko:K00130
g1768	ko:K14780
g3360	ko:K00297
g7721	ko:K12819
g4497	ko:K14861
g4497	ko:K14861
g2024	ko:K04482
g1993	ko:K02220
g1993	ko:K02220
g4426	ko:K17644
g6476	ko:K02541
g3205	ko:K04554
g6086	ko:K18932
g3991	ko:K19308
g7470	ko:K03259
g3668	ko:K21996
g165	ko:K06653
g7680	ko:K01870
g7680	ko:K01870
g10916	ko:K12586
g4723	ko:K04070
g10014	ko:K15414
g9808	ko:K14319
g5173	ko:K00166
g5173	ko:K00166
g7579	ko:K08712
g7579	ko:K08712
g9661	ko:K01557
g1890	ko:K11341
g3053	ko:K18177
g10180	ko:K11128
g240	ko:K01823
g5658	ko:K00948
g5658	ko:K00948
g4509	ko:K15323
g6820	ko:K08286
g8437	ko:K12813
g8437	ko:K12814
g4222	ko:K00587
g8641	ko:K11373
g8641	ko:K11373
g7645	ko:K01011
g7645	ko:K01011
g9857	ko:K02324
g418	ko:K01210
g4120	ko:K14558
g5305	ko:K16803
g5663	ko:K03107
g6303	ko:K01593
g3552	ko:K03680
g7750	ko:K09191
g2726	ko:K21842
g2726	ko:K21842
g10532	ko:K18477
g2318	ko:K10849
g8454	ko:K01719
g2972	ko:K00101
g8379	ko:K10403
g8379	ko:K10403
g8084	ko:K07243
g2811	ko:K14786
g8881	ko:K14820
g7996	ko:K14798
g2337	ko:K14538
g9192	ko:K10873
g9829	ko:K14847
g3853	ko:K01889
g4161	ko:K17550
g9580	ko:K15340
g3969	ko:K01858
g2965	ko:K02564
g2965	ko:K02564
g9547	ko:K12815
g3296	ko:K13025
g3296	ko:K13025
g62	ko:K10413
g9366	ko:K10357
g8290	ko:K00231
g8290	ko:K00231
g10722	ko:K00106
g7308	ko:K20407
g5345	ko:K17679
g2223	ko:K14844
g4116	ko:K10352
g362	ko:K14685
g3166	ko:K00793
g6556	ko:K14758
g6556	ko:K14758
g3939	ko:K17868
g3285	ko:K07442
g5157	ko:K08955
g10791	ko:K12733
g10134	ko:K11275
g6552	ko:K06269
g6552	ko:K06269
g85	ko:K12617
g8105	ko:K11372
g5960	ko:K11205
g2351	ko:K13102
g2088	ko:K18757
g2088	ko:K18757
g2379	ko:K18748
g2379	ko:K18748
g3652	ko:K06173
g3652	ko:K15452
g7791	ko:K00854
g8533	ko:K07513
g8533	ko:K00451
g8533	ko:K00451
g2734	ko:K20306
g10078	ko:K01880
g9828	ko:K00295
g4377	ko:K18188
g7328	ko:K14805
g7177	ko:K13115
g8731	ko:K01814
g651	ko:K03098
g2712	ko:K18423
g5561	ko:K12471
g2284	ko:K02537
g2284	ko:K13728
g4516	ko:K10908
g5935	ko:K00858
g4857	ko:K14775
g4857	ko:K14783
g7898	ko:K01866
g4513	ko:K14849
g4513	ko:K16571
g7426	ko:K17785
g7247	ko:K09272
g7591	ko:K02355
g7623	ko:K03781
g4100	ko:K06678
g8426	ko:K01893
g10638	ko:K10419
g8783	ko:K14835
g7171	ko:K11113
g7908	ko:K18932
g7908	ko:K19323
g7908	ko:K20003
g9024	ko:K03020
g9024	ko:K03020
g6457	ko:K17782
g413	ko:K06688
g4921	ko:K05542
g10040	ko:K03348
g7635	ko:K14789
g7635	ko:K03635
g7635	ko:K03635
g9999	ko:K14860
g1105	ko:K01581
g6700	ko:K19718
g7567	ko:K01930
g5833	ko:K20032
g5833	ko:K18798
g2673	ko:K00624
g7111	ko:K00861
g8862	ko:K21845
g3100	ko:K12874
g4253	ko:K00344
g3064	ko:K22193
g3064	ko:K22193
g6087	ko:K20028
g3448	ko:K17922
g3448	ko:K17922
g3448	ko:K17922
g9183	ko:K18637
g1100	ko:K11884
g5202	ko:K08711
g5202	ko:K08712
g4387	ko:K14787
g4387	ko:K14787
g4387	ko:K14787
g6583	ko:K00505
g5103	ko:K15457
g5103	ko:K15458
g5103	ko:K15501
g10116	ko:K09580
g4943	ko:K11436
g4943	ko:K20361
g2129	ko:K01452
g1938	ko:K13509
g10596	ko:K15455
g10596	ko:K15455
g2070	ko:K12811
g8157	ko:K15445
g6543	ko:K01078
g8801	ko:K17279
g8801	ko:K17279
g10164	ko:K03349
g10539	ko:K19829
g8464	ko:K03033
g8464	ko:K03126
g1085	ko:K04564
g5225	ko:K22119
g5225	ko:K22119
g3056	ko:K17338
g6676	ko:K00589
g4012	ko:K19845
g916	ko:K15448
g10759	ko:K17788
g605	ko:K12856
g5852	ko:K20827
g3222	ko:K22048
g9914	ko:K01939
g2099	ko:K17301
g1516	ko:K15462
g1516	ko:K15462
g5591	ko:K01194
g3393	ko:K01852
g5385	ko:K01082
g8425	ko:K10253
g8940	ko:K01874
g5061	ko:K13181
g4032	ko:K04536
g4327	ko:K14152
g1026	ko:K00888
g7620	ko:K11795
g2198	ko:K14767
g1051	ko:K14566
g9285	ko:K01736
g5812	ko:K17255
g10068	ko:K20184
g1542	ko:K13106
g5104	ko:K01875
g903	ko:K03008
g903	ko:K03008
g8556	ko:K00452
g8894	ko:K00968
g8375	ko:K06883
g9739	ko:K14842
g9739	ko:K14842
g9739	ko:K14842
g8679	ko:K22384
g3324	ko:K01885
g4573	ko:K02542
g8090	ko:K19476
g2461	ko:K19842
g1158	ko:K13355
g10409	ko:K10258
g10777	ko:K11696
g9875	ko:K08518
g8890	ko:K15285
g8890	ko:K15285
g9931	ko:K18179
g6586	ko:K05681
g10813	ko:K10756
g9994	ko:K03250
g7059	ko:K00326
g9810	ko:K03848
g9810	ko:K03848
g115	ko:K20131
g115	ko:K20131
g9400	ko:K12946
g1205	ko:K15544
g1205	ko:K15544
g2563	ko:K12881
g9721	ko:K03027
g4460	ko:K00974
g3427	ko:K12618
g10321	ko:K10592
g194	ko:K03237
g8253	ko:K03013
g2808	ko:K10839
g2808	ko:K10839
g2105	ko:K15361
g2105	ko:K15361
g221	ko:K03239
g7277	ko:K00728
g7880	ko:K08294
g10923	ko:K20872
g7311	ko:K12391
g6985	ko:K07305
g7393	ko:K00211
g1888	ko:K10352
g8523	ko:K12854
g8339	ko:K02214
g9925	ko:K14801
g9526	ko:K11390
g5135	ko:K01551
g1069	ko:K01802
g1069	ko:K03768
g1069	ko:K03770
g1027	ko:K06676
g5068	ko:K19787
g6262	ko:K06674
g2483	ko:K16945
g2483	ko:K16946
g630	ko:K02146
g4048	ko:K14310
g4048	ko:K14310
g9098	ko:K15136
g1167	ko:K11226
g7989	ko:K15563
g5088	ko:K21452
g2647	ko:K12820
g2647	ko:K12820
g1058	ko:K17867
g7891	ko:K13095
g5261	ko:K06628
g2955	ko:K01764
g3572	ko:K03259
g1128	ko:K17945
g6828	ko:K03360
g2910	ko:K01228
g10028	ko:K15561
g5580	ko:K00052
g8436	ko:K10875
g9298	ko:K19770
g5393	ko:K01372
g10053	ko:K17786
g2442	ko:K06890
g8913	ko:K08869
g6474	ko:K00981
g6474	ko:K00981
g6456	ko:K11649
g6456	ko:K11772
g292	ko:K03512
g292	ko:K03513
g292	ko:K10981
g8051	ko:K04371
g9234	ko:K01597
g4165	ko:K10405
g4165	ko:K17945
g5963	ko:K08486
g4554	ko:K07393
g10779	ko:K10524
g9571	ko:K00106
g2196	ko:K15110
g7263	ko:K15105
g3783	ko:K01867
g6265	ko:K01001
g3434	ko:K01495
g5478	ko:K20471
g9655	ko:K00868
g9655	ko:K00868
g5023	ko:K01293
g872	ko:K17497
g7106	ko:K00167
g10683	ko:K07561
g10683	ko:K07561
g10807	ko:K14768
g9511	ko:K14771
g10668	ko:K21850
g2334	ko:K01210
g10438	ko:K01802
g10438	ko:K09564
g1429	ko:K05857
g1254	ko:K09008
g5130	ko:K07432
g5130	ko:K07432
g9372	ko:K15378
g9372	ko:K15378
g1331	ko:K00863
g6194	ko:K02327
g3964	ko:K04630
g3964	ko:K19860
g8172	ko:K02427
g8172	ko:K15508
g8172	ko:K02427
g8172	ko:K15508
g8892	ko:K17787
g10601	ko:K06684
g10601	ko:K06686
g8725	ko:K19730
g3480	ko:K14815
g5563	ko:K12839
g5563	ko:K12839
g1371	ko:K19765
g2020	ko:K16261
g2648	ko:K14561
g2872	ko:K20353
g396	ko:K14545
g6206	ko:K19030
g454	ko:K20405
g6013	ko:K15902
g3818	ko:K22285
g8171	ko:K14137
g8171	ko:K14684
g8171	ko:K14137
g8171	ko:K14684
g6124	ko:K01497
g4118	ko:K11130
g3654	ko:K03361
g10587	ko:K17440
g10351	ko:K03189
g5099	ko:K10589
g5099	ko:K10589
g1010	ko:K00869
g9399	ko:K16073
g1600	ko:K20121
g3206	ko:K07277
g3206	ko:K07277
g8164	ko:K00029
g8164	ko:K00029
g1552	ko:K11434
g3041	ko:K00849
g5721	ko:K01405
g5721	ko:K13726
g381	ko:K09250
g4186	ko:K09500
g4586	ko:K11254
g6307	ko:K10862
g6307	ko:K10862
g7248	ko:K14674
g1501	ko:K07901
g1501	ko:K18158
g6564	ko:K01267
g4506	ko:K00949
g8261	ko:K01477
g8261	ko:K01483
g8261	ko:K01477
g8261	ko:K01483
g8261	ko:K06867
g77	ko:K20347
g77	ko:K20347
g4286	ko:K19691
g10108	ko:K12614
g10765	ko:K13577
g5493	ko:K16186
g5493	ko:K16186
g3201	ko:K13291
g9846	ko:K10301
g9123	ko:K00645
g9123	ko:K15147
g9072	ko:K03861
g8119	ko:K15541
g9536	ko:K13617
g9431	ko:K03097
g9431	ko:K03097
g5823	ko:K04486
g7692	ko:K00223
g866	ko:K08838
g866	ko:K08838
g4017	ko:K00761
g6726	ko:K03681
g8877	ko:K14951
g7019	ko:K10590
g10061	ko:K15445
g9775	ko:K12261
g9775	ko:K13342
g278	ko:K05349
g4176	ko:K01515
g4176	ko:K01515
g8948	ko:K18786
g8948	ko:K18786
g977	ko:K11086
g977	ko:K22138
g3297	ko:K10777
g3297	ko:K12827
g5856	ko:K07059
g4197	ko:K17678
g8152	ko:K01493
g8868	ko:K09419
g9348	ko:K03685
g4155	ko:K01525
g10401	ko:K07478
g7765	ko:K03032
g4574	ko:K04382
g8733	ko:K11786
g7100	ko:K13104
g8696	ko:K03785
g10695	ko:K01164
g9389	ko:K10847
g527	ko:K00161
g6337	ko:K14850
g9605	ko:K15443
g9605	ko:K15443
g1248	ko:K12836
g4205	ko:K03017
g4205	ko:K03017
g602	ko:K01077
g602	ko:K01077
g5909	ko:K00226
g5909	ko:K00254
g7863	ko:K03456
g9894	ko:K09506
g3578	ko:K13411
g3578	ko:K13447
g4797	ko:K03243
g1589	ko:K02871
g9398	ko:K06215
g1068	ko:K02952
g1068	ko:K02952
g9745	ko:K03305
g3536	ko:K07897
g9755	ko:K14822
g504	ko:K14802
g1952	ko:K07575
g4549	ko:K11092
g9027	ko:K12873
g10060	ko:K11353
g5427	ko:K14807
g5034	ko:K03361
g5034	ko:K22071
g3462	ko:K11134
g3462	ko:K17922
g3462	ko:K11134
g3462	ko:K17922
g235	ko:K04716
g235	ko:K04717
g235	ko:K04716
g235	ko:K04717
g6460	ko:K09831
g9025	ko:K01693
g4024	ko:K05287
g7701	ko:K04392
g7701	ko:K07861
g8453	ko:K06681
g6773	ko:K01078
g6773	ko:K01728
g6773	ko:K07435
g7469	ko:K00801
g8526	ko:K12199
g2928	ko:K14831
g909	ko:K12396
g7975	ko:K18162
g9610	ko:K19177
g6738	ko:K17900
g6738	ko:K17900
g3034	ko:K20309
g1266	ko:K07117
g1266	ko:K11426
g10136	ko:K03063
g5800	ko:K17607
g5800	ko:K17607
g10179	ko:K01868
g9304	ko:K01899
g8857	ko:K11650
g697	ko:K13800
g72	ko:K16066
g72	ko:K16066
g10141	ko:K02519
g9754	ko:K15114
g7024	ko:K13352
g8901	ko:K15115
g8901	ko:K15115
g8512	ko:K15100
g8848	ko:K07541
g1327	ko:K03507
g3292	ko:K17065
g3292	ko:K17065
g10924	ko:K06867
g1273	ko:K05661
g1273	ko:K05661
g3542	ko:K11129
g8250	ko:K14007
g8250	ko:K14007
g4914	ko:K14574
g3693	ko:K13830
g39	ko:K09493
g10584	ko:K00079
g6285	ko:K12769
g6285	ko:K12769
g6415	ko:K01126
g9483	ko:K14401
g2350	ko:K06961
g10245	ko:K13341
g4241	ko:K14779
g6878	ko:K01415
g4461	ko:K00974
g170	ko:K03305
g2900	ko:K15325
g1003	ko:K16261
g1548	ko:K11569
g9242	ko:K14559
g7461	ko:K12816
g804	ko:K12858
g7652	ko:K05284
g7652	ko:K05284
g2385	ko:K02677
g2385	ko:K18050
g2385	ko:K02677
g2385	ko:K18050
g10692	ko:K08493
g9822	ko:K07748
g5542	ko:K12848
g8502	ko:K11108
g8370	ko:K02555
g6170	ko:K17981
g3052	ko:K01942
g3052	ko:K01942
g9771	ko:K00140
g1571	ko:K07942
g4880	ko:K18752
g4880	ko:K18752
g715	ko:K00472
g9678	ko:K01955
g9950	ko:K15119
g6982	ko:K09497
g6982	ko:K09497
g5815	ko:K05994
g8268	ko:K00670
g1748	ko:K06654
g4644	ko:K20465
g5958	ko:K10773
g2021	ko:K20308
g8869	ko:K03495
g8869	ko:K12479
g8306	ko:K12843
g2588	ko:K18192
g7606	ko:K17918
g2862	ko:K07019
g2862	ko:K07019
g8217	ko:K14763
g2076	ko:K03143
g6138	ko:K12411
g5302	ko:K02858
g5845	ko:K10251
g8481	ko:K17815
g7459	ko:K22066
g683	ko:K05955
g246	ko:K01918
g246	ko:K01918
g7371	ko:K13288
g7269	ko:K08869
g2424	ko:K19842
g2424	ko:K19843
g9533	ko:K08856
g4140	ko:K04348
g5440	ko:K19703
g9263	ko:K03127
g1763	ko:K08517
g5347	ko:K10573
g5347	ko:K10574
g5347	ko:K10573
g5347	ko:K10574
g6793	ko:K15153
g5500	ko:K18638
g5500	ko:K18638
g1929	ko:K14810
g864	ko:K04646
g5555	ko:K14297
g5555	ko:K18720
g5555	ko:K14297
g5555	ko:K18720
g6035	ko:K12373
g4121	ko:K16948
g4121	ko:K16948
g1392	ko:K15505
g7508	ko:K15394
g3275	ko:K17967
g178	ko:K06883
g178	ko:K06883
g8451	ko:K10875
g8451	ko:K15305
g8451	ko:K10875
g8451	ko:K15305
g1074	ko:K08597
g1074	ko:K08597
g914	ko:K12625
g5789	ko:K21806
g5789	ko:K21806
g5150	ko:K10845
g8938	ko:K17797
g2100	ko:K04718
g8806	ko:K00077
g8806	ko:K00511
g4913	ko:K13289
g10769	ko:K03687
g5218	ko:K05528
g1055	ko:K07297
g3896	ko:K12580
g3896	ko:K12580
g31	ko:K12627
g200	ko:K11269
g4055	ko:K02321
g3726	ko:K21890
g1885	ko:K15979
g6989	ko:K01424
g6989	ko:K13051
g9355	ko:K11253
g9355	ko:K11495
g1011	ko:K11135
g1011	ko:K14457
g2894	ko:K00128
g3231	ko:K08141
g4022	ko:K10703
g1788	ko:K08286
g4071	ko:K10750
g10417	ko:K02907
g9566	ko:K06911
g2434	ko:K13107
g9853	ko:K12591
g950	ko:K09494
g649	ko:K10581
g907	ko:K20047
g3676	ko:K06664
g5248	ko:K13103
g894	ko:K13721
g5494	ko:K15264
g9392	ko:K00995
g5545	ko:K03164
g5571	ko:K02309
g4167	ko:K01937
g4422	ko:K06035
g1581	ko:K11493
g3072	ko:K00162
g1966	ko:K13348
g1966	ko:K20311
g1966	ko:K13348
g1966	ko:K20311
g3558	ko:K20824
g7490	ko:K01262
g8356	ko:K03240
g9847	ko:K01230
g8462	ko:K14294
g88	ko:K12818
g6173	ko:K12183
g6173	ko:K12183
g1719	ko:K20307
g7917	ko:K07300
g10224	ko:K01785
g10143	ko:K02519
g8044	ko:K12373
g8446	ko:K03126
g8446	ko:K03126
g7301	ko:K14836
g7301	ko:K18626
g6349	ko:K11097
g5095	ko:K14856
g1703	ko:K07374
g2116	ko:K15118
g40	ko:K01881
g40	ko:K01881
g1139	ko:K03064
g4464	ko:K03750
g4464	ko:K15376
g1853	ko:K11360
g10509	ko:K09184
g8198	ko:K12669
g4816	ko:K18802
g8673	ko:K22384
g967	ko:K14852
g5609	ko:K11778
g8867	ko:K17608
g8867	ko:K17608
g7700	ko:K14784
g7700	ko:K14784
g549	ko:K13886
g1533	ko:K07512
g277	ko:K01956
g277	ko:K01956
g485	ko:K00286
g2188	ko:K20406
g8751	ko:K06666
g8751	ko:K06666
g1366	ko:K03026
g3167	ko:K18703
g3167	ko:K18703
g2368	ko:K03115
g945	ko:K05956
g5089	ko:K00784
g5445	ko:K14293
g5445	ko:K14293
g2365	ko:K10731
g2365	ko:K10731
g9550	ko:K17435
g1974	ko:K06018
g2106	ko:K15111
g10374	ko:K14546
g5575	ko:K01187
g4605	ko:K02149
g2696	ko:K01869
g3019	ko:K14859
g385	ko:K15425
g6877	ko:K01940
g7641	ko:K00627
g4035	ko:K06671
